transaction_id,timestamp,amount,currency,payment_method,issuer,merchant_id,status,error_code,error_message,latency_ms,retry_count,is_retry,original_transaction_id,region,processor
1e995eee-362a-407a-8576-21c59411a237,2026-01-30T22:44:56.305458,319.25,INR,CREDIT_CARD,SBI,MERCHANT_0031,SUCCESS,,,253.21,0,False,,CENTRAL,default
46170f64-d4a7-49b1-ba36-be3632c12bc0,2026-01-30T22:45:04.945458,703.47,INR,CREDIT_CARD,YES_BANK,MERCHANT_0018,FAILED,ISSUER_DOWN,Transaction declined,247.3,1,True,8c42c6c2-20f6-44f3-849b-9321569e5072,NORTH,default
0bd68e24-ccae-4d8c-8a64-2a25a7019b5c,2026-01-30T22:45:13.585458,2420.88,INR,WALLET,HDFC_BANK,MERCHANT_0010,SUCCESS,,,208.45,0,False,,EAST,default
06490573-c1a3-4dcf-819f-4121342d0faa,2026-01-30T22:45:22.225458,1629.19,INR,UPI,YES_BANK,MERCHANT_0021,SUCCESS,,,225.92,0,False,,CENTRAL,default
7891a225-9139-4db4-a13a-caee19dcbc04,2026-01-30T22:45:30.865458,1154.79,INR,CREDIT_CARD,RAZORPAY,MERCHANT_0046,SUCCESS,,,202.25,0,False,,NORTH,default
ad8c46b8-c4a9-4191-a437-2ff761abcc54,2026-01-30T22:45:39.505458,336.89,INR,UPI,RAZORPAY,MERCHANT_0014,FAILED,EXPIRED_CARD,Transaction declined,215.48,0,False,,CENTRAL,default
42abc4d5-2259-4490-ac19-6e6ddc09eb3a,2026-01-30T22:45:48.145458,1491.67,INR,DEBIT_CARD,PAYTM_BANK,MERCHANT_0038,FAILED,INVALID_CARD,Transaction declined,277.05,0,False,,NORTH,default
af31dbd5-dd92-497d-b2eb-4d6a57541650,2026-01-30T22:45:56.785458,410.81,INR,CREDIT_CARD,AXIS_BANK,MERCHANT_0041,SUCCESS,,,199.65,0,False,,WEST,default
77afd223-8266-4a22-9e3d-a0f08b1cdd95,2026-01-30T22:46:05.425458,187.87,INR,DEBIT_CARD,SBI,MERCHANT_0048,SUCCESS,,,266.21,0,False,,EAST,default
0f18f832-0a00-4aff-9655-760ed3c21b0a,2026-01-30T22:46:14.065458,3229.99,INR,UPI,RAZORPAY,MERCHANT_0045,SUCCESS,,,188.82,0,False,,SOUTH,default
3a56c5f6-b067-468b-8183-8bdcbc57c190,2026-01-30T22:46:22.705458,202.13,INR,DEBIT_CARD,AXIS_BANK,MERCHANT_0016,SUCCESS,,,336.67,0,False,,CENTRAL,default
40b4dd2b-966f-4928-8ca9-93717ef8089a,2026-01-30T22:46:31.345458,1444.34,INR,DEBIT_CARD,HDFC_BANK,MERCHANT_0042,SUCCESS,,,360.16,0,False,,WEST,default
3fbab8f9-5a6e-417e-ba4b-1caf53fa2da8,2026-01-30T22:46:39.985458,203.73,INR,CREDIT_CARD,ICICI_BANK,MERCHANT_0041,SUCCESS,,,165.14,0,False,,EAST,default
c772d4e4-9e59-41a2-bedf-5ec2574cc528,2026-01-30T22:46:48.625458,211.62,INR,DEBIT_CARD,KOTAK_BANK,MERCHANT_0042,SUCCESS,,,175.49,0,False,,NORTH,default
68139070-9908-4233-9695-eaa6b5929838,2026-01-30T22:46:57.265458,1446.56,INR,WALLET,HDFC_BANK,MERCHANT_0017,SUCCESS,,,168.06,0,False,,EAST,default
6e96afdb-4667-4830-a045-e57b0813d174,2026-01-30T22:47:05.905458,177.2,INR,DEBIT_CARD,KOTAK_BANK,MERCHANT_0047,SUCCESS,,,186.22,0,False,,CENTRAL,default
039c51ff-97eb-44a6-8e6b-c2c2d687d3fd,2026-01-30T22:47:14.545458,282.29,INR,DEBIT_CARD,ICICI_BANK,MERCHANT_0018,SUCCESS,,,130.59,0,False,,WEST,default
0a85614a-f149-404d-8ff4-175d87bff35b,2026-01-30T22:47:23.185458,2642.62,INR,DEBIT_CARD,RAZORPAY,MERCHANT_0007,SUCCESS,,,187.73,0,False,,EAST,default
56fccdf5-f112-4307-bcbe-fa2ca98e9b41,2026-01-30T22:47:31.825458,7081.77,INR,CREDIT_CARD,AXIS_BANK,MERCHANT_0048,SUCCESS,,,276.23,0,False,,WEST,default
2b77bf8c-bbd2-420c-8b65-a34f677e556d,2026-01-30T22:47:40.465458,381.88,INR,CREDIT_CARD,RAZORPAY,MERCHANT_0031,SUCCESS,,,206.71,0,False,,NORTH,default
4d29bf6c-f379-414a-a361-01e8c49a406f,2026-01-30T22:47:49.105458,4260.11,INR,CREDIT_CARD,SBI,MERCHANT_0031,SUCCESS,,,285.16,0,False,,SOUTH,default
f51e8677-834f-475b-bcb3-a3bc37bd132e,2026-01-30T22:47:57.745458,222.6,INR,DEBIT_CARD,YES_BANK,MERCHANT_0025,SUCCESS,,,206.77,0,False,,CENTRAL,default
948a0eff-dc64-4c0b-95fe-e7d7fecb0123,2026-01-30T22:48:06.385458,232.92,INR,UPI,ICICI_BANK,MERCHANT_0009,SUCCESS,,,229.21,0,False,,CENTRAL,default
e68c9669-c917-4f8c-8a45-16064cb38028,2026-01-30T22:48:15.025458,85.78,INR,CREDIT_CARD,YES_BANK,MERCHANT_0040,SUCCESS,,,183.09,0,False,,EAST,default
8ac9fa6f-a083-4cae-9404-0815f9942b66,2026-01-30T22:48:23.665458,2819.87,INR,NET_BANKING,ICICI_BANK,MERCHANT_0034,SUCCESS,,,161.19,0,False,,NORTH,default
022faf0c-198e-493c-b37e-35fe32006b58,2026-01-30T22:48:32.305458,393.4,INR,DEBIT_CARD,RAZORPAY,MERCHANT_0033,SUCCESS,,,75.42,0,False,,EAST,default
78804bf3-9484-429c-a380-1e3494fbce0b,2026-01-30T22:48:40.945458,318.55,INR,UPI,RAZORPAY,MERCHANT_0040,SUCCESS,,,225.22,0,False,,NORTH,default
e90c8f20-5278-4d8b-9ea2-e778acb4b7b9,2026-01-30T22:48:49.585458,813.38,INR,DEBIT_CARD,RAZORPAY,MERCHANT_0023,SUCCESS,,,159.08,0,False,,SOUTH,default
f039b651-55de-47e9-9871-0bdd59118229,2026-01-30T22:48:58.225458,41.96,INR,UPI,PAYTM_BANK,MERCHANT_0003,SUCCESS,,,202.98,0,False,,EAST,default
06adc9eb-07df-475b-9bb6-47747d9e744c,2026-01-30T22:49:06.865458,773.29,INR,UPI,RAZORPAY,MERCHANT_0005,SUCCESS,,,265.41,0,False,,NORTH,default
28fcc76b-1f2d-45ac-aa3b-36f84eeedbc5,2026-01-30T22:49:15.505458,4336.01,INR,CREDIT_CARD,PAYTM_BANK,MERCHANT_0002,SUCCESS,,,267.14,0,False,,CENTRAL,default
d0260107-02f1-4e3f-b5fe-cd5bfa4f849e,2026-01-30T22:49:24.145458,511.96,INR,CREDIT_CARD,AXIS_BANK,MERCHANT_0036,FAILED,NETWORK_ERROR,Transaction declined,205.15,0,False,,SOUTH,default
92ee0b9c-0407-4c09-b7df-157828a3643c,2026-01-30T22:49:32.785458,835.52,INR,CREDIT_CARD,RAZORPAY,MERCHANT_0026,SUCCESS,,,181.07,0,False,,NORTH,default
2a6da723-cecc-4333-b068-be2062282dbb,2026-01-30T22:49:41.425458,2535.8,INR,CREDIT_CARD,HDFC_BANK,MERCHANT_0046,SUCCESS,,,155.28,1,True,148ba87d-f5d5-490d-bb8b-3a258df4aaeb,EAST,default
c72ca6ca-5a72-4e18-badc-fad45110d514,2026-01-30T22:49:50.065458,80.51,INR,CREDIT_CARD,HDFC_BANK,MERCHANT_0018,SUCCESS,,,186.66,0,False,,WEST,default
b907a090-3257-4222-aa8a-f947d30471fa,2026-01-30T22:49:58.705458,960.22,INR,CREDIT_CARD,HDFC_BANK,MERCHANT_0041,SUCCESS,,,164.34,0,False,,CENTRAL,default
ff9d5c7f-cebb-4013-ae61-9b99a4de0e71,2026-01-30T22:50:07.345458,1631.24,INR,DEBIT_CARD,AXIS_BANK,MERCHANT_0026,SUCCESS,,,193.76,0,False,,CENTRAL,default
ea05122c-a5ce-42c2-9e59-77c37dd96cd9,2026-01-30T22:50:15.985458,4.23,INR,CREDIT_CARD,RAZORPAY,MERCHANT_0009,SUCCESS,,,237.25,0,False,,CENTRAL,default
acbba78c-7bff-4c39-9135-f64afa87b0eb,2026-01-30T22:50:24.625458,176.16,INR,CREDIT_CARD,HDFC_BANK,MERCHANT_0021,SUCCESS,,,118.1,0,False,,CENTRAL,default
5228d71b-8c1f-4a01-ae57-15eb09a168c3,2026-01-30T22:50:33.265458,2541.72,INR,DEBIT_CARD,AXIS_BANK,MERCHANT_0042,SUCCESS,,,171.81,0,False,,NORTH,default
31c30f60-1f32-4f8f-8b4c-3d200a1bd1a7,2026-01-30T22:50:41.905458,218.46,INR,CREDIT_CARD,YES_BANK,MERCHANT_0013,SUCCESS,,,181.13,0,False,,EAST,default
39c4e5df-7120-4c4b-a161-03c83e5bac71,2026-01-30T22:50:50.545458,178.72,INR,CREDIT_CARD,ICICI_BANK,MERCHANT_0002,SUCCESS,,,176.82,0,False,,EAST,default
2067af5b-9378-4b9f-9749-50215ad18bbf,2026-01-30T22:50:59.185458,36.26,INR,UPI,RAZORPAY,MERCHANT_0027,SUCCESS,,,166.86,0,False,,EAST,default
b2e43781-aae4-4c32-9f4f-28352b3bf284,2026-01-30T22:51:07.825458,805.3,INR,CREDIT_CARD,KOTAK_BANK,MERCHANT_0031,SUCCESS,,,182.22,0,False,,EAST,default
26628bcd-8fd0-4cc3-87a7-7f6929451c21,2026-01-30T22:51:16.465458,159.35,INR,UPI,HDFC_BANK,MERCHANT_0041,SUCCESS,,,254.82,0,False,,NORTH,default
53807683-0607-4ac0-88f9-dad0d08e8af4,2026-01-30T22:51:25.105458,100.65,INR,UPI,AXIS_BANK,MERCHANT_0044,FAILED,ISSUER_DOWN,Transaction declined,239.88,0,False,,SOUTH,default
43d96377-f3a0-4cf3-b622-3e0d68bc7fd2,2026-01-30T22:51:33.745458,2451.97,INR,CREDIT_CARD,RAZORPAY,MERCHANT_0018,SUCCESS,,,169.21,0,False,,NORTH,default
a89a7806-0068-4307-9d28-844f180cd4c5,2026-01-30T22:51:42.385458,230.14,INR,NET_BANKING,PAYTM_BANK,MERCHANT_0006,SUCCESS,,,48.4,0,False,,SOUTH,default
6d38ab10-a9a0-416d-80b3-1ff239281234,2026-01-30T22:51:51.025458,413.25,INR,WALLET,YES_BANK,MERCHANT_0030,FAILED,EXPIRED_CARD,Transaction declined,201.81,0,False,,EAST,default
0e93647b-67b2-4c7f-9629-8da8cfc25b47,2026-01-30T22:51:59.665458,1168.57,INR,CREDIT_CARD,PAYTM_BANK,MERCHANT_0033,SUCCESS,,,152.59,0,False,,SOUTH,default
4867e860-512e-4905-a16b-c90121d91298,2026-01-30T22:52:08.305458,501.44,INR,DEBIT_CARD,YES_BANK,MERCHANT_0050,SUCCESS,,,164.42,0,False,,EAST,default
9ac3b372-c14a-43d1-9b49-a171039a7fba,2026-01-30T22:52:16.945458,528.25,INR,CREDIT_CARD,HDFC_BANK,MERCHANT_0029,SUCCESS,,,195.83,0,False,,CENTRAL,default
336c230e-f365-4674-ae78-852bdbdd1506,2026-01-30T22:52:25.585458,268.75,INR,UPI,SBI,MERCHANT_0050,SUCCESS,,,193.59,0,False,,WEST,default
c60b5d9c-0440-494c-af56-c457bda3ec3a,2026-01-30T22:52:34.225458,373.95,INR,NET_BANKING,KOTAK_BANK,MERCHANT_0048,SUCCESS,,,238.3,0,False,,EAST,default
60dbdb50-96c4-4b07-998f-f9b5c185bfbe,2026-01-30T22:52:42.865458,126.84,INR,UPI,ICICI_BANK,MERCHANT_0009,SUCCESS,,,270.18,0,False,,EAST,default
6047c0a2-781b-4010-9c11-c0d244a3c3fc,2026-01-30T22:52:51.505458,8889.7,INR,DEBIT_CARD,ICICI_BANK,MERCHANT_0032,SUCCESS,,,178.59,0,False,,SOUTH,default
ca5b5234-a75e-4df8-9b6a-33cdb0903385,2026-01-30T22:53:00.145458,1237.51,INR,DEBIT_CARD,PAYTM_BANK,MERCHANT_0011,SUCCESS,,,222.33,0,False,,WEST,default
9dcdf407-6190-4958-bf9f-648a884d52c1,2026-01-30T22:53:08.785458,1627.88,INR,CREDIT_CARD,AXIS_BANK,MERCHANT_0023,SUCCESS,,,180.41,0,False,,NORTH,default
75934b94-0c15-43a5-97e7-c1f24ecbf94b,2026-01-30T22:53:17.425458,4146.49,INR,UPI,KOTAK_BANK,MERCHANT_0016,SUCCESS,,,230.93,0,False,,NORTH,default
189adbe5-c277-43f9-8aea-c9351806862c,2026-01-30T22:53:26.065458,263.98,INR,CREDIT_CARD,SBI,MERCHANT_0019,SUCCESS,,,201.44,0,False,,NORTH,default
28fb2d28-ffb8-41fc-b619-b8fa42bad0d0,2026-01-30T22:53:34.705458,2454.45,INR,DEBIT_CARD,PAYTM_BANK,MERCHANT_0044,SUCCESS,,,216.49,0,False,,EAST,default
8364e858-0d31-4eb1-b8c6-3ef549347f89,2026-01-30T22:53:43.345458,237.48,INR,CREDIT_CARD,ICICI_BANK,MERCHANT_0005,SUCCESS,,,194.28,0,False,,EAST,default
dfc37484-4df6-4180-8989-55adfbcc14fb,2026-01-30T22:53:51.985458,186.34,INR,UPI,YES_BANK,MERCHANT_0030,SUCCESS,,,134.91,0,False,,WEST,default
d55d0c6b-b6a2-465c-aa85-62c429386666,2026-01-30T22:54:00.625458,3577.94,INR,UPI,SBI,MERCHANT_0006,SUCCESS,,,147.09,0,False,,NORTH,default
b3ec5114-68af-45ff-b012-21ca6857c9d1,2026-01-30T22:54:09.265458,201.63,INR,DEBIT_CARD,KOTAK_BANK,MERCHANT_0018,SUCCESS,,,203.74,0,False,,SOUTH,default
0f229a3c-6491-4272-96cf-585de945205d,2026-01-30T22:54:17.905458,4402.1,INR,CREDIT_CARD,YES_BANK,MERCHANT_0017,SUCCESS,,,171.77,0,False,,NORTH,default
36756372-2725-4e2c-aa04-8d41dc06b286,2026-01-30T22:54:26.545458,101.86,INR,DEBIT_CARD,ICICI_BANK,MERCHANT_0045,SUCCESS,,,182.14,0,False,,WEST,default
54cbec2a-3856-4acb-9de7-89dbb868e699,2026-01-30T22:54:35.185458,8453.33,INR,CREDIT_CARD,KOTAK_BANK,MERCHANT_0014,SUCCESS,,,199.84,0,False,,NORTH,default
e78c7a49-30e4-4233-bc72-0ef1e917e75a,2026-01-30T22:54:43.825458,789.05,INR,DEBIT_CARD,AXIS_BANK,MERCHANT_0023,SUCCESS,,,244.5,0,False,,NORTH,default
a75435ba-5cfe-481d-b1a8-defd925a2c6b,2026-01-30T22:54:52.465458,3891.1,INR,UPI,KOTAK_BANK,MERCHANT_0048,SUCCESS,,,209.62,0,False,,EAST,default
95a87f3e-80c0-4a76-b65e-8b92bfc86a9a,2026-01-30T22:55:01.105458,1436.71,INR,UPI,YES_BANK,MERCHANT_0046,SUCCESS,,,224.99,0,False,,EAST,default
c4668ac5-145a-4f58-bef5-5887b0601a18,2026-01-30T22:55:09.745458,14.54,INR,DEBIT_CARD,PAYTM_BANK,MERCHANT_0020,SUCCESS,,,295.48,0,False,,EAST,default
5fc4fdbf-70a5-40f2-bafd-e81f52ac7abd,2026-01-30T22:55:18.385458,2186.25,INR,WALLET,YES_BANK,MERCHANT_0026,SUCCESS,,,215.3,0,False,,CENTRAL,default
f788eb6a-01e6-4c3d-af30-5988ad08ae77,2026-01-30T22:55:27.025458,24.05,INR,CREDIT_CARD,RAZORPAY,MERCHANT_0018,SUCCESS,,,212.92,0,False,,SOUTH,default
11eb3536-2d95-434f-8e5a-c8a231499280,2026-01-30T22:55:35.665458,86.04,INR,UPI,PAYTM_BANK,MERCHANT_0008,SUCCESS,,,287.29,0,False,,EAST,default
a6351069-2d53-4e42-a74f-20d3d216ba7d,2026-01-30T22:55:44.305458,439.03,INR,DEBIT_CARD,ICICI_BANK,MERCHANT_0014,SUCCESS,,,261.73,0,False,,NORTH,default
cc4207ec-e4f9-47da-9c0e-30bec7c95ecf,2026-01-30T22:55:52.945458,89.21,INR,DEBIT_CARD,HDFC_BANK,MERCHANT_0002,SUCCESS,,,187.86,0,False,,SOUTH,default
f7257d08-36cf-43db-b5de-1ddcafd53095,2026-01-30T22:56:01.585458,833.07,INR,UPI,YES_BANK,MERCHANT_0016,SUCCESS,,,134.29,0,False,,WEST,default
2e4e3190-a535-42ef-a0d4-698c75eea06e,2026-01-30T22:56:10.225458,279.07,INR,UPI,RAZORPAY,MERCHANT_0028,SUCCESS,,,220.45,0,False,,WEST,default
d3a1b659-18ee-4e78-b482-f6fd191d1976,2026-01-30T22:56:18.865458,2380.69,INR,DEBIT_CARD,AXIS_BANK,MERCHANT_0014,SUCCESS,,,203.95,0,False,,WEST,default
f0df5165-c14d-43eb-9bc9-5f46fa277fb4,2026-01-30T22:56:27.505458,381.64,INR,DEBIT_CARD,SBI,MERCHANT_0033,SUCCESS,,,198.62,0,False,,EAST,default
29be29fc-7d29-4c73-9556-601505ecf27d,2026-01-30T22:56:36.145458,1526.6,INR,DEBIT_CARD,SBI,MERCHANT_0019,SUCCESS,,,197.9,0,False,,WEST,default
df8dc55e-0445-4efa-8db9-a33ffc99affe,2026-01-30T22:56:44.785458,1123.11,INR,UPI,SBI,MERCHANT_0023,SUCCESS,,,153.4,0,False,,SOUTH,default
8abe5ebd-2904-46a4-8a92-3ee76147d590,2026-01-30T22:56:53.425458,50.74,INR,UPI,AXIS_BANK,MERCHANT_0046,SUCCESS,,,278.69,0,False,,EAST,default
827f4811-f34e-407a-8dc5-dd1461bc8c56,2026-01-30T22:57:02.065458,990.02,INR,CREDIT_CARD,HDFC_BANK,MERCHANT_0029,SUCCESS,,,247.48,0,False,,NORTH,default
1e167c51-0247-4dec-913d-b42cd931717b,2026-01-30T22:57:10.705458,2059.57,INR,CREDIT_CARD,AXIS_BANK,MERCHANT_0004,SUCCESS,,,215.84,0,False,,CENTRAL,default
596ad783-d76e-4717-898a-030f1befecc9,2026-01-30T22:57:19.345458,2960.3,INR,CREDIT_CARD,YES_BANK,MERCHANT_0016,SUCCESS,,,237.25,0,False,,CENTRAL,default
4ad0b5b9-5f1b-45b5-a380-0e8bf31503cd,2026-01-30T22:57:27.985458,234.3,INR,DEBIT_CARD,AXIS_BANK,MERCHANT_0034,SUCCESS,,,166.88,0,False,,NORTH,default
dea168fc-cc5b-4c85-93ab-0ebe3d02a755,2026-01-30T22:57:36.625458,4318.9,INR,CREDIT_CARD,PAYTM_BANK,MERCHANT_0038,SUCCESS,,,175.81,0,False,,NORTH,default
0ee41fe0-f05f-4332-a757-ca5b73653951,2026-01-30T22:57:45.265458,232.34,INR,DEBIT_CARD,KOTAK_BANK,MERCHANT_0003,SUCCESS,,,219.75,0,False,,NORTH,default
e9c06005-8dbd-4b4e-a8cc-9b6fc6b6334a,2026-01-30T22:57:53.905458,662.5,INR,DEBIT_CARD,HDFC_BANK,MERCHANT_0046,SUCCESS,,,193.1,0,False,,CENTRAL,default
f0fa5cf7-4260-457e-b406-ad34ce7270b6,2026-01-30T22:58:02.545458,2572.75,INR,NET_BANKING,PAYTM_BANK,MERCHANT_0045,SUCCESS,,,230.71,0,False,,NORTH,default
c5c0d8f9-e670-4a62-bf54-488e813535d3,2026-01-30T22:58:11.185458,974.27,INR,UPI,KOTAK_BANK,MERCHANT_0004,SUCCESS,,,252.94,0,False,,EAST,default
eb0f95f6-f307-4ae0-bbf3-9dcbf31faf34,2026-01-30T22:58:19.825458,253.65,INR,CREDIT_CARD,RAZORPAY,MERCHANT_0008,SUCCESS,,,135.68,0,False,,CENTRAL,default
e6dfe2b4-aa41-4632-9fff-a74fdfd23a55,2026-01-30T22:58:28.465458,131.21,INR,NET_BANKING,RAZORPAY,MERCHANT_0006,SUCCESS,,,203.19,0,False,,WEST,default
5985d04e-0c7c-4957-b7e9-ab519f651cf5,2026-01-30T22:58:37.105458,1658.3,INR,NET_BANKING,KOTAK_BANK,MERCHANT_0025,SUCCESS,,,203.08,0,False,,WEST,default
e89b37a1-1d97-435e-b117-933977ca68aa,2026-01-30T22:58:45.745458,402.78,INR,DEBIT_CARD,YES_BANK,MERCHANT_0033,FAILED,EXPIRED_CARD,Transaction declined,231.48,0,False,,CENTRAL,default
4fad3f54-0065-4ff3-af0a-8b4ec50a2be8,2026-01-30T22:58:54.385458,1268.35,INR,CREDIT_CARD,SBI,MERCHANT_0048,SUCCESS,,,208.49,0,False,,NORTH,default
59b63385-a3f3-4369-8025-68278c003925,2026-01-30T22:59:03.025458,948.86,INR,DEBIT_CARD,SBI,MERCHANT_0008,SUCCESS,,,298.59,0,False,,NORTH,default
039e1edc-3c8b-4582-bd1b-798578197782,2026-01-30T22:59:11.665458,9.73,INR,DEBIT_CARD,RAZORPAY,MERCHANT_0011,SUCCESS,,,272.17,3,True,7c32bfce-db2b-425e-ad8b-015e5c935853,SOUTH,default
c1da0ebd-4937-48e7-bb3d-36f009d53886,2026-01-30T22:59:20.305458,98.12,INR,NET_BANKING,HDFC_BANK,MERCHANT_0028,SUCCESS,,,197.7,0,False,,SOUTH,default
d126dee4-8948-4ef7-8cd3-786c326e350e,2026-01-30T22:59:28.945458,4671.47,INR,UPI,RAZORPAY,MERCHANT_0020,SUCCESS,,,204.59,0,False,,CENTRAL,default
221200a0-071b-4a8e-8847-be45e0501ec0,2026-01-30T22:59:37.585458,1674.18,INR,CREDIT_CARD,RAZORPAY,MERCHANT_0015,SUCCESS,,,235.47,0,False,,NORTH,default
bbe923ad-8aad-4b21-a000-d10990e66368,2026-01-30T22:59:46.225458,264.5,INR,NET_BANKING,YES_BANK,MERCHANT_0008,SUCCESS,,,154.92,0,False,,SOUTH,default
e151e4e3-8dc8-4611-84aa-642b08103f20,2026-01-30T22:59:54.865458,6637.3,INR,UPI,PAYTM_BANK,MERCHANT_0030,FAILED,FRAUD_SUSPECTED,Transaction declined,238.14,0,False,,SOUTH,default
a73ba865-5e4a-4e8f-8d17-e21fae652998,2026-01-30T23:00:03.505458,6100.95,INR,CREDIT_CARD,HDFC_BANK,MERCHANT_0047,SUCCESS,,,249.76,0,False,,NORTH,default
355bbd2f-6c16-4a03-ae6c-7069833cbac6,2026-01-30T23:00:12.145458,100.5,INR,DEBIT_CARD,HDFC_BANK,MERCHANT_0048,SUCCESS,,,289.33,0,False,,EAST,default
898e6418-36fd-4dcd-adf2-d7e583364d96,2026-01-30T23:00:20.785458,204.82,INR,CREDIT_CARD,SBI,MERCHANT_0030,SUCCESS,,,139.44,0,False,,WEST,default
